Input.Video,Answer.1start,Answer.1end,Answer.1action,Answer.1justification,Answer.2start,Answer.2end,Answer.2action,Answer.2justification,Answer.3start,Answer.3end,Answer.3action,Answer.3justification,Answer.4start,Answer.4end,Answer.4action,Answer.4justification,Answer.5start,Answer.5end,Answer.5action,Answer.5justification,Answer.6start,Answer.6end,Answer.6action,Answer.6justification,Answer.7start,Answer.7end,Answer.7action,Answer.7justification,Answer.8start,Answer.8end,Answer.8action,Answer.8justification,Answer.9start,Answer.9end,Answer.9action,Answer.9justification,Answer.10start,Answer.10end,Answer.10action,Answer.10justification,Answer.11start,Answer.11end,Answer.11action,Answer.11justification,Answer.12start,Answer.12end,Answer.12action,Answer.12justification,Answer.13start,Answer.13end,Answer.13action,Answer.13justification,Answer.14start,Answer.14end,Answer.14action,Answer.14justification,Answer.15start,Answer.15end,Answer.15action,Answer.15justification
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27d1c1d5-e29f6492.mov,0,1,The car is driving forward,because the light is green.,2,6,The car steers to the left and back,to avoid a vehicle that is stopped partially in its lane to the right.,7,8,The car is driving forward,because the light is green.,9,12,The car is merging into the right lane,because it has no nearby traffic in it.,13,18,The car is driving forward,because the light is green and there are no nearby cars in its lane.,19,23,The car slows and steers to the left,to avoid a vehicle parked on the right side of the road.,24,26,The car is driving forward,because there are no nearby cars in its lane and the light is green.,27,28,The car is merging into the left lane,because there is less traffic nearby in that lane.,29,40,The car is driving forward,because the light is green and there are no nearby cars in its lane.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27d9f7b9-140dc347.mov,0,10,The car is stopped,for a red light.,11,20,The car moves forward down the road,because the light changes to green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27e596f8-cfb62f20.mov,0,7,The car is travelling down the road,The car is driving forward on the roadway,7,8,The car is slowing to stop,The car is approaching an intersection with a stop sign,8,10,The car is stopped.,The car has arrived at the intersection with the stop sign.,10,15,The car is accelerating and turning right,The car is turning right through the intersection.,15,20,The car is slowing to a stop,The car is approaching a T intersection controlled by a stop sign.,20,24,The car is stopped,The car has stopped at the intersection.,24,28,The car is accelerating and turning to the left.,The car is making a left hand turn at the T intersection.,28,40,The car is travelling forward,The car has completed its turn and is moving down the roadway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27e8cc5a-99a1c069.mov,0,19,The car is driving,since the car is on a road where there are other cars driving.,19,21,The car is slowing down,since the truck in front wasn't moving fast.,21,30,The car is driving slowly,since the car has to stay behind the truck.,30,40,The car gains speed,since the lane is free again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27f77fa8-33bacff7.mov,0,19,The car completes a right turn and goes down the street,because the road is wide enough to continue around stopped cars without issue.,20,24,The car slows down,to go over a bumpy patch and let a car park ahead of it.,25,31,The car speeds up,because the street is now clear.,32,40,The car slows down and turns right,because there is a stop sign with no cross traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27f8546b-1192c47d.mov,0,10,The car is stopped,Traffic ahead of the car is stopped at an intersection controlled by a red light.,10,18,The car is accelerating and moving down the roadway,Traffic ahead of the car is beginning to advance through the intersection ahead.,18,22,The car is slowing and steering to the right,The car is attempting to maneuver around a vehicle stopped in the roadway ahead attempting to make a left hand turn through an intersection,22,27,The car is accelerating and moving through the intersection,The car is driving through the intersection and ignoring the red light controlling the intersection.,27,40,The car is driving down the road,The car has passed through the intersection and is proceeding forward.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27f8d66f-7930a0f0.mov,0,19,The car is driving forward,because there is no nearby traffic in its lane.,20,23,The car slows,as it approaches traffic that is slowing in front of it.,24,31,The car is accelerating,as traffic in front of it accelerates.,32,40,The car is driving forward,because traffic in front of it is moving at a normal speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/27f8d66f-c002e64a.mov,0,14,The car is driving forward,as traffic in front of it moves at a normal speed.,15,18,The car stays to the left,to stay in the middle lane as its lane splits into three.,19,20,The car drives forward,because there are no other cars in its lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/280aa239-3757cacb.mov,0,9,The car moves very slowly,because it is shifting back into the road.,9,19,The car is driving,because the car had moved into the road.,19,25,The car is turning left,since the right lane allows you to turn left.,25,40,The car continues on moving,because the car is driving straight on the road again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/280aa239-d8e9f994.mov,0,40,The car is stopped,The car is parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/280aa239-f0c7bfa0.mov,0,7,The car is stopped,at the red light.,8,14,The car is accelerating,after the light turned green.,15,31,The car is driving forward,because there are no other cars on the road.,32,37,The car is slowing to a stop,as it approaches a stop sign.,38,40,The car is driving forward,because there is no cross traffic in the intersection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/28144f4a-b69dd83a.mov,0,1,The car is driving,since the light is green.,1,9,The car turns left,since the light turned green.,9,19,The car continues to drive,as the cars in front also drive.,19,27,The car slows down,since the cars in front also slowed down.,27,31,The car stops,since the traffic is too much.,31,40,The car slowly begins to speed up,since the cars are starting to move again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2814e8bd-c1af5f11.mov,0,17,The car moves forward on the middle lane,since there are no cars on either side of the road.,17,20,The car turns right,since it can turn right from the middle lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2819281f-a885c233.mov,0,19,The car is moving down the road at a good pace,because the lights are green and the left lane is clear.,20,40,The car makes a quick halt,since the light just became red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/281a8cc4-89b5ca4a.mov,0,11,The car is switching to the left lane while going down the street,because there are cars stopped in the right lane.,12,18,The car moves back to the right lane and continues,because the light is green and the lane is now unobstructed.,19,40,The car slows to a stop,because it has reached a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/282550f6-dbf30f7d.mov,0,6,The car is driving slowly down the street,because traffic ahead is moving slowly.,7,12,The car increases its speed,as traffic ahead speeds up.,13,16,The car proceeds down the street,since the lane ahead is clear.,17,23,The car merges one lane right as it comes to a stop,because the lane is open and the light ahead is red.,24,40,The car is not moving,as the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2828397d-20f2a098.mov,0,40,The car is stopped,for a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/282d3253-67733ea7.mov,0,7,The car is stopped,at a red light.,8,16,The car is moving forward and turns right,because the light is green and the turn is unobstructed.,17,40,The car moves to the left lane and slows to a stop,because there is a taxi also switching lanes ahead as well as a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/282f55fa-59a67014.mov,0,7,The car is moving slowly forward,The car is moving through an intersection and allowing traffic ahead to negotiate the intersection,7,22,The car is travelling down the road,The car has traveled through the intersection and is moving down the roadway,22,30,The car is slowing to a stop,Traffic ahead of the car is stopped at an intersection,30,40,The car is proceeding forward slowly,"Traffic ahead of the car is moving, allowing the car to proceed ahead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/282f55fa-5fd561d1.mov,0,7,The car inches forward into traffic,because traffic is heavy.,7,8,The car is stopping,because traffic is stopped.,8,13,The car inches forward then stops,because it is trying to fit into the flow of traffic.,14,20,The car swerves to the right and pulls forward,because it is passing a car that is obstructing the lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2832a6cc-6fc2d3bd.mov,0,22,The car is driving forward,The car is driving forward on an on ramp,22,24,The car is slowing,The car is slowing to wait for an opportunity to merge onto the roadway.,24,27,The car is steering left and accelerating,The car is merging onto the roadway,27,41,The car is travelling forward,The car has merged onto the roadway and is driving forward in the rightmost lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2832a6cc-c0ba104a.mov,0,5,The car slowly moves forward a bit,so it can get as forward as possible.,5,20,The car once more slightly makes its way forward,since it's trying to get as forward as possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/283dcfc4-09f87e07.mov,0,10,The car is driving forward,The car is moving forward with the flow of traffic,10,16,The car is slowing to a stop,Traffic ahead of the car is stopped at an intersection,16,40,The car is stopped,Traffic ahead is stopped at an intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284438e5-12e19eaf.mov,0,7,The car travels slowly on the the downtown street at night,because the road is narrow and cars are parked on both sides.,7,15,The car is stopping behind a line of traffic,because the light is red at the intersection ahead.,15,23,The car is inching forward,because the car in front is inching forward.,23,36,The car is accelerating,because the light has turned green and traffic is advancing.,36,40,The car is stopping,because the light turned red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284438e5-1f49e7c9.mov,0,17,The car is going down the street,as the road ahead is clear.,18,23,The car reduces its speed and comes to a stop,since the light ahead turns red.,24,40,The car is stopped at an intersection,as the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284438e5-68e879e4.mov,0,5,The car is accelerating,because there are no cars in front of it.,6,9,The car is driving forward,because the road is free of nearby traffic.,10,13,The car slows,as it approaches an intersection.,14,22,The car is driving forward,because there are no nearby cars in its lane.,23,27,The car is steering to the left and back,to maneuver around a stopped vehicle in its lane.,28,32,The car is slowing to a near stop,as it approaches a stop sign.,33,40,The car is driving forward,because the vehicle in front of it is moving at a normal rate of speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284438e5-a2177cab.mov,0,5,The car is passing to the left and returning to the right hand lane,The car is steering around a vehicle stopped in the roadway,5,20,The car is travelling down the road,The car has completed its passing maneuver and is driving in the right hand lane,20,23,The car is steering right,The car is turning right through an intersection.,23,40,The car is moving forward,The car has completed its right hand turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284438e5-fff83c09.mov,0,4,The car slows to a stop,because the light at the intersection is red.,4,25,The car is stopped,because the light is red.,25,40,The car accelerates down the street,because the light turns green and there is no traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284c1af7-5fa86022.mov,0,23,The car is travelling down the road,The car is driving in the right hand lane.,23,30,The car is slowing to a stop,The car is approaching an intersection and the light controlling the intersection has turned red.,30,40,The car is stopped,The car has arrived at the intersection and the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284c1af7-8df2e812.mov,0,40,The car travels at a moderate speed in the right lane,because traffic is moving well.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/284c1af7-8e15c228.mov,0,12,The car is driving forward,due to its lane of traffic being free of nearby traffic.,13,17,The car is slowing,as it approaches stopped traffic ahead of it.,18,40,The car is driving forward slowly,as traffic in front of it drives forward slowly while the light is green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2859a7b4-601ca258.mov,0,12,The car is stopped,because the light is red.,13,19,The car accelerates,because the light is green,20,24,The car slows down,because traffic ahead is jammed.,25,32,The car moves slowly forward,because traffic is moving slowly.,33,40,The car slows down,to let a taxi pull in front of him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2859c238-fd783492.mov,0,16,The car is slowly moving forward and stopping,because it is in a parking lot with other cars and a pedestrian.,17,25,The car starts to move forward into the road and then stops,because there is cross traffic.,26,37,The car turns left and accelerates down the street,because there is a break in traffic to make the turn.,38,40,The car starts to slow,for a red light down the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/285abfee-154c9223.mov,0,13,The car is stopped,while it waits for a gap in traffic.,14,20,The car is accelerating and turning to the right,to enter the far left lane in a gap in traffic.,21,23,The car is stopping,so that it may wait for oncoming traffic to clear before making a left hand turn.,24,28,The car is stopped,while it waits for a gap in traffic.,29,38,The car is driving forward and steering to the left,to enter the road to its left while there is a gap in the oncoming traffic.,39,40,The car is driving forward,because there are no nearby cars in its lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/285abfee-ac51139f.mov,0,18,The car is going fast down the highway,because there is little traffic.,19,26,The car slows to a fast stop,because traffic is backed up across the highway.,27,40,The car moves very slowly forward,because the traffic is inching up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/285e05af-7c8d9569.mov,0,9,The car is moving ahead slowly,because the truck in front of it is moving ahead slowly.,10,40,The car has stopped,because the truck in front of it has stopped and it can't go around.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/285e05af-fbb2a305.mov,0,39,The car is stopped,"Traffic ahead of the car is stopped at an intersection, preventing the car from advancing on the roadway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2869ba61-e852e3c7.mov,0,16,The car slowly moves down the street,because a police lane has pulled someone over in the opposite lane and traffic going around is is causing congestion.,17,40,The car comes to a stop,because the light has turned to red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/286e41a8-48b34aba.mov,0,6,The car is driving forward,because the vehicle in front of it is driving forward.,7,11,The car is slowing to a near stop,for the stop sign ahead.,12,17,The car is turning to the left,so that it may enter another road.,18,19,The car is driving forward,because the vehicle in front of it is driving at a normal speed.,20,25,The car is slowing to a stop,because the light turned red.,26,40,The car is stopped,while the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2871fb39-1194898a.mov,0,7,The car is moving slowly,since the car is about to turn right.,7,11,The car is turning right,since the car slowed down.,11,21,The car is speeding down the road,since it is green ahead.,21,24,The car slows down,since it's trying to run right.,24,30,The car turns right,since it slowed down to do so.,30,38,The car is driving down the road steadily,since there is a car up ahead to keep track of.,38,40,The car slows down,due to a speed bump.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2871fb39-30ad5032.mov,0,8,The car is travelling down the road,The car is moving down the road and there are no obstructions ahead.,8,14,The car is slowing.,Traffic ahead of the car is slowing to maneuver around a stopped police vehicle.,14,19,The car is steering to the left and accelerating,The car is maneuvering around the stopped police vehicle stopped in the roadway.,19,20,The car is moving forward,The car has completed its passing maneuver and is moving toward an intersection ahead.,20,23,The car is slowing to a stop,The car is approaching an intersection and the light is turning red.,23,40,The car is stopped,The car has arrived at the intersection controlled by a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2871fb39-32eb06c7.mov,0,6,The car is driving,because there are other cars driving as well.,6,8,The car has stopped,since the cars in front aren't moving.,8,9,The car stops,since the other cars aren't moving,9,15,The car begins gaining speed,since the cars are moving once more.,15,20,The car is steadily driving,now that the cars are moving,20,22,The car comes to a sudden stop,since there is a red right up ahead.,22,40,The car has stopped,since the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2877ad3a-b2db09fb.mov,0,12,The car moves at a steady speed,because it is driving at the same speed as the cars ahead of it.,13,19,The car switches lanes to the right,because the car ahead of it is slowing down a bit.,20,28,The car is slowing down a bit,because it is passing a yellow cab on the right that started braking.,29,40,The car drives around a curve,because the highway road is slowly turning to the left around a bend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2877ad3a-ec950498.mov,0,7,The car is slowly backing up,because there is no traffic but it went down the wrong fork in the road.,8,11,The car pulls forward and left,"to enter the correct fork, which is clear.",12,20,The car speeds up down the road,because the road is free of obstacles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2877ad3a-efa8df5f.mov,0,20,The car is stopped,The car is parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/287a82cf-2d6456fd.mov,0,21,The car is travelling down the road,The car is driving forward in the right hand lane of the road.,21,24,The car is steering to the right,"The car has arrived at a section of the road that has widened, and the car is merging into the right most lane to exit the roadway.",24,31,The car is steering to the right,The car has exited the roadway and is steering right as the exit road curves to the right.,31,40,The car is travelling down the road,The car has left the exit lane and is travelling forward on the roadway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/287a82cf-4a64c398.mov,0,9,The car is stopped,Traffic ahead of the car is stopped at an intersection.,9,21,The car is slowly advancing,"Traffic ahead is begging to move forward, allowing the car to proceed.",21,28,The car is steering to the left,The car has arrived at the intersection and is making a left hand turn through the intersection,28,33,The car is proceeding forward slowly and steering to the right,"The car has completed its turn through the intersection and is steering around a vehicle moving slowly in the roadway ahead,",33,35,The car is travelling forward.,The car has bypassed the slow moving vehicle and is proceeding down the roadway.,35,38,The car is steering to the left,The car is steering around a vehicle parked in the roadway ahead.,38,40,The car is moving forward slowly,The car has passed the parked vehicle and is proceeding forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/287a82cf-cf376f4a.mov,0,15,The car is moving forward down the roadway,The car is driving in the right hand lane.,15,23,The car is steering to the left,The car is changing lanes and steering to a left hand turn lane at the upcoming intersection.,23,26,The car is slowing to a stop,The car is approaching an intersection and the light controlling the intersection is red.,26,40,The car is stopped.,The car is stopped in the left hand turn lane at an intersection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/287f0137-436e646f.mov,0,5,The car is driving forward,because there are no vehicles nearby in front of it.,6,10,The car slows,as it approaches a stopped car in its lane and waits for a gap in traffic in the lane to its left.,11,19,The car is merging into the lane to its left and back,to move around the stopped vehicle in its lane while there is a gap in traffic.,20,23,The car is slowing to a stop,because there is a red light ahead.,24,37,The vehicle drives forward slowly,to approach the intersection with the red light.,38,40,The car is stopped,for the red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/2880759b-6e1fd5e0.mov,0,20,The car travels in the right lane of the highway,because the lane is clear and it is moving slower than the left lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
